Complexity metrics,terça, 7 nov. 2023 10:24:59 WET
Method,CogC,ev(G),iv(G),v(G)
"net.sf.freecol.common.networking.GameEndedMessage.GameEndedMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.GameEndedMessage.GameEndedMessage(Player, boolean)",0,1,1,1
"net.sf.freecol.common.networking.GameEndedMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.GameEndedMessage.clientHandler(FreeColClient),2,3,2,3
net.sf.freecol.common.networking.GameEndedMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.GameEndedMessage.getScore(),0,1,1,1
net.sf.freecol.common.networking.GameEndedMessage.getWinner(Game),0,1,1,1
net.sf.freecol.common.networking.GameStateMessage.GameStateMessage(),0,1,1,1
"net.sf.freecol.common.networking.GameStateMessage.GameStateMessage(Game, FreeColXMLReader)",0,1,1,1
net.sf.freecol.common.networking.GameStateMessage.GameStateMessage(ServerState),1,1,2,2
net.sf.freecol.common.networking.GameStateMessage.clientHandler(FreeColClient),1,1,2,2
net.sf.freecol.common.networking.GameStateMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.GameStateMessage.getState(),0,1,1,1
"net.sf.freecol.common.networking.GameStateMessage.serverHandler(FreeColServer, ServerPlayer)",0,1,1,1
"net.sf.freecol.common.networking.HighScoresMessage.HighScoresMessage(Game, FreeColXMLReader)",4,1,3,3
"net.sf.freecol.common.networking.HighScoresMessage.HighScoresMessage(String, List<HighScore>)",0,1,1,1
net.sf.freecol.common.networking.HighScoresMessage.clientHandler(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.HighScoresMessage.getKey(),0,1,1,1
net.sf.freecol.common.networking.HighScoresMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.HighScoresMessage.getScores(),0,1,1,1
"net.sf.freecol.common.networking.HighScoresMessage.serverHandler(FreeColServer, ServerPlayer)",0,1,1,1
"net.sf.freecol.common.networking.InciteMessage.InciteMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.InciteMessage.InciteMessage(Unit, IndianSettlement, Player, int)",0,1,1,1
net.sf.freecol.common.networking.InciteMessage.clientHandler(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.InciteMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.InciteMessage.getEnemy(Game),0,1,1,1
net.sf.freecol.common.networking.InciteMessage.getGold(),0,1,1,1
net.sf.freecol.common.networking.InciteMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.InciteMessage.getSettlement(Unit),0,1,1,1
net.sf.freecol.common.networking.InciteMessage.getUnit(Player),0,1,1,1
"net.sf.freecol.common.networking.InciteMessage.serverHandler(FreeColServer, ServerPlayer)",6,5,7,7
"net.sf.freecol.common.networking.IndianDemandMessage.IndianDemandMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.IndianDemandMessage.IndianDemandMessage(Unit, Colony, GoodsType, int)",1,1,2,2
"net.sf.freecol.common.networking.IndianDemandMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.IndianDemandMessage.clientHandler(FreeColClient),3,4,3,4
net.sf.freecol.common.networking.IndianDemandMessage.getAmount(),0,1,1,1
net.sf.freecol.common.networking.IndianDemandMessage.getColony(Game),0,1,1,1
net.sf.freecol.common.networking.IndianDemandMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.IndianDemandMessage.getResult(),0,1,1,1
net.sf.freecol.common.networking.IndianDemandMessage.getType(Game),1,1,2,2
net.sf.freecol.common.networking.IndianDemandMessage.getUnit(Game),0,1,1,1
"net.sf.freecol.common.networking.IndianDemandMessage.serverHandler(FreeColServer, ServerPlayer)",12,7,8,8
net.sf.freecol.common.networking.IndianDemandMessage.setResult(IndianDemandAction),0,1,1,1
"net.sf.freecol.common.networking.JoinColonyMessage.JoinColonyMessage(Colony, Unit)",0,1,1,1
"net.sf.freecol.common.networking.JoinColonyMessage.JoinColonyMessage(Game, FreeColXMLReader)",0,1,1,1
net.sf.freecol.common.networking.JoinColonyMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.JoinColonyMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.JoinColonyMessage.serverHandler(FreeColServer, ServerPlayer)",2,1,3,3
"net.sf.freecol.common.networking.LearnSkillMessage.LearnSkillMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.LearnSkillMessage.LearnSkillMessage(Unit, Direction)",0,1,1,1
net.sf.freecol.common.networking.LearnSkillMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.LearnSkillMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.LearnSkillMessage.serverHandler(FreeColServer, ServerPlayer)",4,3,5,5
"net.sf.freecol.common.networking.LoadGoodsMessage.LoadGoodsMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.LoadGoodsMessage.LoadGoodsMessage(Location, GoodsType, int, Unit)",0,1,1,1
net.sf.freecol.common.networking.LoadGoodsMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.LoadGoodsMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.LoadGoodsMessage.serverHandler(FreeColServer, ServerPlayer)",7,6,8,8
"net.sf.freecol.common.networking.LoginMessage.LoginMessage(Game, FreeColXMLReader)",5,1,4,4
"net.sf.freecol.common.networking.LoginMessage.LoginMessage(Player, String, String, String, ServerState, boolean, boolean, ...)",1,1,2,2
net.sf.freecol.common.networking.LoginMessage.clientHandler(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getCurrentPlayer(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getGame(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getNationId(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getPlayer(Game),1,2,1,2
net.sf.freecol.common.networking.LoginMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getSinglePlayer(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getState(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getUserName(),0,1,1,1
net.sf.freecol.common.networking.LoginMessage.getVersion(),0,1,1,1
"net.sf.freecol.common.networking.LoginMessage.inGameLogin(FreeColServer, Connection)",7,1,6,6
"net.sf.freecol.common.networking.LoginMessage.loadGameLogin(FreeColServer, Connection)",8,1,7,7
"net.sf.freecol.common.networking.LoginMessage.loginHandler(FreeColServer, Connection)",8,1,6,9
"net.sf.freecol.common.networking.LoginMessage.preGameLogin(FreeColServer, Connection)",6,1,5,5
net.sf.freecol.common.networking.LoginMessage.toXML(FreeColXMLWriter),2,1,3,3
"net.sf.freecol.common.networking.LogoutMessage.LogoutMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.LogoutMessage.LogoutMessage(Player, LogoutReason)",0,1,1,1
"net.sf.freecol.common.networking.LogoutMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.LogoutMessage.clientHandler(FreeColClient),3,2,2,3
net.sf.freecol.common.networking.LogoutMessage.getPlayer(Game),0,1,1,1
net.sf.freecol.common.networking.LogoutMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.LogoutMessage.getReason(),0,1,1,1
"net.sf.freecol.common.networking.LogoutMessage.serverHandler(FreeColServer, ServerPlayer)",13,3,5,14
"net.sf.freecol.common.networking.LootCargoMessage.LootCargoMessage(Game, FreeColXMLReader)",7,1,4,4
"net.sf.freecol.common.networking.LootCargoMessage.LootCargoMessage(Unit, String, List<Goods>)",0,1,1,1
"net.sf.freecol.common.networking.LootCargoMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.LootCargoMessage.clientHandler(FreeColClient),1,2,1,2
net.sf.freecol.common.networking.LootCargoMessage.getGoods(),0,1,1,1
net.sf.freecol.common.networking.LootCargoMessage.getLoserId(),0,1,1,1
net.sf.freecol.common.networking.LootCargoMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.LootCargoMessage.getWinner(Game),0,1,1,1
"net.sf.freecol.common.networking.LootCargoMessage.serverHandler(FreeColServer, ServerPlayer)",1,1,2,2
net.sf.freecol.common.networking.Message.Message(),0,1,1,1
net.sf.freecol.common.networking.Message.MessagePriority.MessagePriority(int),0,1,1,1
net.sf.freecol.common.networking.Message.MessagePriority.getValue(),0,1,1,1
net.sf.freecol.common.networking.Message.canMerge(),0,1,1,1
net.sf.freecol.common.networking.Message.clientGeneric(FreeColClient),12,1,5,6
"net.sf.freecol.common.networking.Message.expected(String, String)",0,1,1,1
net.sf.freecol.common.networking.Message.getArrayAttributes(),3,3,2,3
"net.sf.freecol.common.networking.Message.getBooleanAttribute(String, Boolean)",3,2,2,3
"net.sf.freecol.common.networking.Message.getChild(int, Class<T>)",2,2,2,3
net.sf.freecol.common.networking.Message.getChildren(Class<T>),3,1,2,3
"net.sf.freecol.common.networking.Message.getEnumAttribute(String, Class<T>, T)",3,1,3,3
"net.sf.freecol.common.networking.Message.getIntegerAttribute(String, int)",3,2,2,3
net.sf.freecol.common.networking.Message.getPriorityLevel(),0,1,1,1
net.sf.freecol.common.networking.Message.igc(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.Message.igc(FreeColServer),0,1,1,1
"net.sf.freecol.common.networking.Message.invokeAndWait(FreeColClient, Runnable)",0,1,1,1
"net.sf.freecol.common.networking.Message.invokeLater(FreeColClient, Runnable)",0,1,1,1
net.sf.freecol.common.networking.Message.isEmpty(),1,1,2,2
net.sf.freecol.common.networking.Message.isType(String),0,1,1,1
net.sf.freecol.common.networking.Message.merge(Message),1,2,1,2
net.sf.freecol.common.networking.Message.pgc(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.Message.pgc(FreeColServer),0,1,1,1
"net.sf.freecol.common.networking.Message.pretty(StringBuilder, String, Map<String, String>, List<FreeColObject>)",6,1,5,5
"net.sf.freecol.common.networking.Message.read(Game, FreeColXMLReader)",6,4,4,5
net.sf.freecol.common.networking.Message.setArrayAttributes(List<String>),3,1,3,3
net.sf.freecol.common.networking.Message.setArrayAttributes(String[]),3,1,3,3
"net.sf.freecol.common.networking.Message.setBooleanAttribute(String, Boolean)",1,1,2,2
"net.sf.freecol.common.networking.Message.setEnumAttribute(String, Enum<?>)",1,1,2,2
"net.sf.freecol.common.networking.Message.setIntegerAttribute(String, int)",0,1,1,1
"net.sf.freecol.common.networking.Message.setStringAttributeMap(Map<String, String>)",0,1,1,1
net.sf.freecol.common.networking.Message.setStringAttributes(List<String>),4,1,3,4
net.sf.freecol.common.networking.Message.setStringAttributes(String[]),3,1,3,3
net.sf.freecol.common.networking.Message.toString(),0,1,1,1
net.sf.freecol.common.networking.Message.toXML(FreeColXMLWriter),0,1,1,1
net.sf.freecol.common.networking.Message.writeAttributes(FreeColXMLWriter),1,1,2,2
net.sf.freecol.common.networking.Message.writeChildren(FreeColXMLWriter),1,1,2,2
"net.sf.freecol.common.networking.MissionaryMessage.MissionaryMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.MissionaryMessage.MissionaryMessage(Unit, Direction, boolean)",0,1,1,1
net.sf.freecol.common.networking.MissionaryMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.MissionaryMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.MissionaryMessage.serverHandler(FreeColServer, ServerPlayer)",14,9,12,12
"net.sf.freecol.common.networking.MonarchActionMessage.MonarchActionMessage(Game, FreeColXMLReader)",8,1,4,4
"net.sf.freecol.common.networking.MonarchActionMessage.MonarchActionMessage(MonarchAction, StringTemplate, String)",0,1,1,1
"net.sf.freecol.common.networking.MonarchActionMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.clientHandler(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.getAction(),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.getMonarchKey(),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.getPriority(),2,2,1,5
net.sf.freecol.common.networking.MonarchActionMessage.getResult(),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.getTax(),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.getTemplate(),0,1,1,1
"net.sf.freecol.common.networking.MonarchActionMessage.serverHandler(FreeColServer, ServerPlayer)",0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.setResult(boolean),0,1,1,1
net.sf.freecol.common.networking.MonarchActionMessage.setTax(int),0,1,1,1
"net.sf.freecol.common.networking.MoveMessage.MoveMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.MoveMessage.MoveMessage(Unit, Direction)",0,1,1,1
net.sf.freecol.common.networking.MoveMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.MoveMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.MoveMessage.serverHandler(FreeColServer, ServerPlayer)",3,2,4,4
"net.sf.freecol.common.networking.MoveToMessage.MoveToMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.MoveToMessage.MoveToMessage(Unit, Location)",0,1,1,1
net.sf.freecol.common.networking.MoveToMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.MoveToMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.MoveToMessage.serverHandler(FreeColServer, ServerPlayer)",2,2,3,3
net.sf.freecol.common.networking.MultipleMessage.MultipleMessage(),0,1,1,1
"net.sf.freecol.common.networking.MultipleMessage.MultipleMessage(Game, FreeColXMLReader)",3,1,3,3
net.sf.freecol.common.networking.MultipleMessage.MultipleMessage(List<Message>),1,1,2,2
"net.sf.freecol.common.networking.MultipleMessage.aiHandler(FreeColServer, AIPlayer)",4,2,3,4
net.sf.freecol.common.networking.MultipleMessage.clientHandler(FreeColClient),4,2,3,4
net.sf.freecol.common.networking.MultipleMessage.isEmpty(),1,1,2,2
"net.sf.freecol.common.networking.MultipleMessage.serverHandler(FreeColServer, ServerPlayer)",12,3,5,7
net.sf.freecol.common.networking.MultipleMessage.simplify(),7,1,3,6
net.sf.freecol.common.networking.MultipleMessage.toString(),1,1,2,2
net.sf.freecol.common.networking.MultipleMessage.writeChildren(FreeColXMLWriter),1,1,2,2
"net.sf.freecol.common.networking.NationSummaryMessage.NationSummaryMessage(Game, FreeColXMLReader)",8,1,4,4
"net.sf.freecol.common.networking.NationSummaryMessage.NationSummaryMessage(Player, NationSummary)",0,1,1,1
"net.sf.freecol.common.networking.NationSummaryMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.NationSummaryMessage.clientHandler(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.NationSummaryMessage.getNationSummary(),0,1,1,1
net.sf.freecol.common.networking.NationSummaryMessage.getPlayer(Game),0,1,1,1
net.sf.freecol.common.networking.NationSummaryMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.NationSummaryMessage.serverHandler(FreeColServer, ServerPlayer)",3,3,3,4
"net.sf.freecol.common.networking.NativeGiftMessage.NativeGiftMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.NativeGiftMessage.NativeGiftMessage(Unit, Colony)",0,1,1,1
"net.sf.freecol.common.networking.NativeGiftMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.NativeGiftMessage.currentPlayerMessage(),0,1,1,1
net.sf.freecol.common.networking.NativeGiftMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.NativeGiftMessage.serverHandler(FreeColServer, ServerPlayer)",2,1,3,3
"net.sf.freecol.common.networking.NativeTradeMessage.NativeTradeMessage(Game, FreeColXMLReader)",8,1,4,4
"net.sf.freecol.common.networking.NativeTradeMessage.NativeTradeMessage(NativeTradeAction, NativeTrade)",0,1,1,1
"net.sf.freecol.common.networking.NativeTradeMessage.NativeTradeMessage(Unit, IndianSettlement)",0,1,1,1
"net.sf.freecol.common.networking.NativeTradeMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.NativeTradeMessage.clientHandler(FreeColClient),0,1,1,1
net.sf.freecol.common.networking.NativeTradeMessage.getAction(),0,1,1,1
net.sf.freecol.common.networking.NativeTradeMessage.getNativeTrade(),0,1,1,1
net.sf.freecol.common.networking.NativeTradeMessage.getPriority(),0,1,1,1
"net.sf.freecol.common.networking.NativeTradeMessage.serverHandler(FreeColServer, ServerPlayer)",5,6,6,6
net.sf.freecol.common.networking.NetworkReplyObject.NetworkReplyObject(int),0,1,1,1
net.sf.freecol.common.networking.NetworkReplyObject.getNetworkReplyId(),0,1,1,1
net.sf.freecol.common.networking.NetworkReplyObject.getResponse(long),5,3,2,4
net.sf.freecol.common.networking.NetworkReplyObject.interrupt(),0,1,1,1
net.sf.freecol.common.networking.NetworkReplyObject.setResponse(Object),1,1,2,2
"net.sf.freecol.common.networking.NewLandNameMessage.NewLandNameMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.NewLandNameMessage.NewLandNameMessage(Unit, String)",0,1,1,1
"net.sf.freecol.common.networking.NewLandNameMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.NewLandNameMessage.clientHandler(FreeColClient),2,2,2,3
net.sf.freecol.common.networking.NewLandNameMessage.getNewLandName(),0,1,1,1
net.sf.freecol.common.networking.NewLandNameMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.NewLandNameMessage.getUnit(Player),0,1,1,1
"net.sf.freecol.common.networking.NewLandNameMessage.serverHandler(FreeColServer, ServerPlayer)",5,4,6,6
"net.sf.freecol.common.networking.NewRegionNameMessage.NewRegionNameMessage(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.networking.NewRegionNameMessage.NewRegionNameMessage(Region, Tile, Unit, String)",0,1,1,1
"net.sf.freecol.common.networking.NewRegionNameMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.NewRegionNameMessage.clientHandler(FreeColClient),2,2,1,3
net.sf.freecol.common.networking.NewRegionNameMessage.getNewRegionName(),0,1,1,1
net.sf.freecol.common.networking.NewRegionNameMessage.getPriority(),0,1,1,1
net.sf.freecol.common.networking.NewRegionNameMessage.getRegion(Game),0,1,1,1
net.sf.freecol.common.networking.NewRegionNameMessage.getTile(Game),0,1,1,1
net.sf.freecol.common.networking.NewRegionNameMessage.getUnit(Player),0,1,1,1
"net.sf.freecol.common.networking.NewRegionNameMessage.serverHandler(FreeColServer, ServerPlayer)",4,4,5,5
"net.sf.freecol.common.networking.NewTradeRouteMessage.NewTradeRouteMessage(Game, FreeColXMLReader)",8,1,4,4
net.sf.freecol.common.networking.NewTradeRouteMessage.NewTradeRouteMessage(TradeRoute),0,1,1,1
"net.sf.freecol.common.networking.NewTradeRouteMessage.aiHandler(FreeColServer, AIPlayer)",0,1,1,1
net.sf.freecol.common.networking.NewTradeRouteMessage.clientHandler(FreeColClient),1,2,1,2
