Lines of code metrics,Wed, 8 Nov 2023 04:59:54 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sf.freecol.common.model.Tile.getNeighbourOrNull(Direction),4,7,10,3,0.39%
net.sf.freecol.common.model.Tile.getOccupyingUnit(),4,6,17,11,0.67%
net.sf.freecol.common.model.Tile.getOwner(),3,3,7,4,0.28%
net.sf.freecol.common.model.Tile.getOwningSettlement(),4,6,9,3,0.35%
net.sf.freecol.common.model.Tile.getPlayerIndianSettlement(Player),4,7,11,4,0.43%
"net.sf.freecol.common.model.Tile.getPotentialProduction(GoodsType, UnitType)",5,10,26,16,1.02%
"net.sf.freecol.common.model.Tile.getProductionModifiers(GoodsType, UnitType)",4,7,13,6,0.51%
net.sf.freecol.common.model.Tile.getRank(),3,3,7,4,0.28%
net.sf.freecol.common.model.Tile.getRegion(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getResource(),4,5,9,4,0.35%
net.sf.freecol.common.model.Tile.getRiver(),4,5,9,4,0.35%
net.sf.freecol.common.model.Tile.getRiverStyle(),4,5,11,6,0.43%
net.sf.freecol.common.model.Tile.getRoad(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getSafeAnchoringTiles(Unit),6,8,13,5,0.51%
"net.sf.freecol.common.model.Tile.getSafeTile(Player, Random)",5,8,29,21,1.14%
net.sf.freecol.common.model.Tile.getSafestSurroundingLandTiles(Player),5,8,17,9,0.67%
net.sf.freecol.common.model.Tile.getSettlement(),4,7,11,4,0.43%
net.sf.freecol.common.model.Tile.getSimpleLabel(),4,5,10,5,0.39%
net.sf.freecol.common.model.Tile.getSortedAutoPotential(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getSortedPotential(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getSortedPotential(Unit),4,6,9,3,0.35%
"net.sf.freecol.common.model.Tile.getSortedPotential(UnitType, Player, boolean)",8,9,39,26,1.54%
net.sf.freecol.common.model.Tile.getStyle(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getSurroundingTiles(int),5,7,10,3,0.39%
"net.sf.freecol.common.model.Tile.getSurroundingTiles(int, int)",10,13,31,16,1.22%
net.sf.freecol.common.model.Tile.getTile(),3,3,7,4,0.28%
net.sf.freecol.common.model.Tile.getTileImprovement(TileImprovementType),4,7,11,4,0.43%
net.sf.freecol.common.model.Tile.getTileImprovements(),4,5,10,5,0.39%
net.sf.freecol.common.model.Tile.getTileItemContainer(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getTileToCache(),7,5,18,10,0.71%
net.sf.freecol.common.model.Tile.getType(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getWantedGoods(Player),0,0,4,4,0.16%
net.sf.freecol.common.model.Tile.getWorkAmount(TileImprovementType),7,9,15,5,0.59%
net.sf.freecol.common.model.Tile.getX(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.getXMLTagName(),3,3,4,1,0.16%
net.sf.freecol.common.model.Tile.getY(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.hasLostCityRumour(),4,6,10,4,0.39%
net.sf.freecol.common.model.Tile.hasResource(),4,5,9,4,0.35%
net.sf.freecol.common.model.Tile.hasRiver(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.hasRoad(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.hasSettlement(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.hasTileImprovement(TileImprovementType),4,6,11,5,0.43%
net.sf.freecol.common.model.Tile.hasUnexploredAdjacent(),4,6,9,3,0.35%
"net.sf.freecol.common.model.Tile.internalToXML(FreeColXMLWriter, String)",4,8,15,7,0.59%
net.sf.freecol.common.model.Tile.isAdjacent(Tile),4,7,11,4,0.43%
net.sf.freecol.common.model.Tile.isBlocked(Unit),10,8,23,15,0.91%
net.sf.freecol.common.model.Tile.isCoastland(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.isConnectedTo(Tile),5,7,10,3,0.39%
net.sf.freecol.common.model.Tile.isDangerousToShip(Unit),5,7,19,12,0.75%
net.sf.freecol.common.model.Tile.isDirectlyHighSeasConnected(),4,5,10,5,0.39%
net.sf.freecol.common.model.Tile.isExplored(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.isExploredBy(Player),11,14,20,6,0.79%
net.sf.freecol.common.model.Tile.isForested(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.isGoodHillTile(),8,7,13,4,0.51%
net.sf.freecol.common.model.Tile.isGoodMountainTile(),7,8,13,4,0.51%
net.sf.freecol.common.model.Tile.isGoodRiverTile(TileImprovementType),7,8,13,4,0.51%
net.sf.freecol.common.model.Tile.isHighSeasConnected(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.isImprovementAllowed(TileImprovement),4,6,14,8,0.55%
net.sf.freecol.common.model.Tile.isImprovementTypeAllowed(TileImprovementType),4,6,12,6,0.47%
net.sf.freecol.common.model.Tile.isInUse(),4,5,9,4,0.35%
net.sf.freecol.common.model.Tile.isLand(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.isLandLocked(),4,5,9,4,0.35%
net.sf.freecol.common.model.Tile.isOccupied(),5,6,9,3,0.35%
net.sf.freecol.common.model.Tile.isOnRiver(),4,5,17,12,0.67%
net.sf.freecol.common.model.Tile.isPolar(),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.isRiverCorner(),4,5,22,17,0.87%
net.sf.freecol.common.model.Tile.isShore(),8,9,12,3,0.47%
net.sf.freecol.common.model.Tile.readAttributes(FreeColXMLReader),6,3,47,42,1.85%
net.sf.freecol.common.model.Tile.readChild(FreeColXMLReader),11,3,67,57,2.64%
net.sf.freecol.common.model.Tile.readChildren(FreeColXMLReader),4,3,9,5,0.35%
net.sf.freecol.common.model.Tile.remove(Locatable),6,5,14,9,0.55%
net.sf.freecol.common.model.Tile.removeIndianSettlementInternals(Player),0,0,4,4,0.16%
net.sf.freecol.common.model.Tile.removeLostCityRumour(),7,8,11,3,0.43%
net.sf.freecol.common.model.Tile.removeResource(),6,7,12,5,0.47%
net.sf.freecol.common.model.Tile.removeRiver(),5,5,11,6,0.43%
net.sf.freecol.common.model.Tile.removeRoad(),6,7,13,6,0.51%
net.sf.freecol.common.model.Tile.removeTileItem(T),6,9,13,4,0.51%
net.sf.freecol.common.model.Tile.seeTile(),5,5,11,6,0.43%
net.sf.freecol.common.model.Tile.seeTile(Player),4,5,8,3,0.32%
"net.sf.freecol.common.model.Tile.setCachedTile(Player, Tile)",4,7,11,4,0.43%
"net.sf.freecol.common.model.Tile.setCachedTiles(Map<Player, Tile>)",4,5,11,6,0.43%
net.sf.freecol.common.model.Tile.setContiguity(int),4,5,8,3,0.32%
"net.sf.freecol.common.model.Tile.setExplored(Player, boolean)",4,6,14,8,0.55%
net.sf.freecol.common.model.Tile.setHighSeasCount(int),4,5,8,3,0.32%
"net.sf.freecol.common.model.Tile.setIndianSettlementInternals(Player, UnitType, List<GoodsType>)",5,8,17,9,0.67%
net.sf.freecol.common.model.Tile.setMoveToEurope(Boolean),4,6,9,3,0.35%
net.sf.freecol.common.model.Tile.setOwner(Player),5,5,9,4,0.35%
net.sf.freecol.common.model.Tile.setOwningSettlement(Settlement),6,8,11,3,0.43%
net.sf.freecol.common.model.Tile.setRegion(Region),6,7,10,3,0.39%
net.sf.freecol.common.model.Tile.setSettlement(Settlement),8,11,14,3,0.55%
net.sf.freecol.common.model.Tile.setStyle(int),6,7,10,3,0.39%
net.sf.freecol.common.model.Tile.setTileItemContainer(TileItemContainer),4,5,8,3,0.32%
net.sf.freecol.common.model.Tile.setType(TileType),6,7,10,3,0.39%
net.sf.freecol.common.model.Tile.toShortString(),3,3,11,8,0.43%
net.sf.freecol.common.model.Tile.toString(),3,3,13,10,0.51%
"net.sf.freecol.common.model.Tile.toXML(FreeColXMLWriter, String)",9,3,23,18,0.91%
net.sf.freecol.common.model.Tile.up(),3,3,8,5,0.32%
net.sf.freecol.common.model.Tile.updateColonyTiles(),3,3,9,6,0.35%
net.sf.freecol.common.model.Tile.updateIndianSettlement(Player),5,6,20,14,0.79%
net.sf.freecol.common.model.Tile.writeAttributes(FreeColXMLWriter),12,3,44,32,1.73%
net.sf.freecol.common.model.Tile.writeChildren(FreeColXMLWriter),12,3,47,35,1.85%
"net.sf.freecol.common.model.TileImprovement.TileImprovement(Game, String)",6,8,11,3,1.56%
"net.sf.freecol.common.model.TileImprovement.TileImprovement(Game, Tile, TileImprovementType, TileImprovementStyle)",7,12,26,14,3.69%
"net.sf.freecol.common.model.TileImprovement.applyBonus(GoodsType, UnitType, int)",11,3,20,9,2.84%
"net.sf.freecol.common.model.TileImprovement.canProduce(GoodsType, UnitType)",5,3,9,4,1.28%
"net.sf.freecol.common.model.TileImprovement.checkIntegrity(boolean, LogBuilder)",14,3,75,61,10.65%
net.sf.freecol.common.model.TileImprovement.copyIn(T),3,3,14,11,1.99%
net.sf.freecol.common.model.TileImprovement.getBonus(GoodsType),0,0,8,8,1.14%
net.sf.freecol.common.model.TileImprovement.getChange(TileType),4,7,10,3,1.42%
net.sf.freecol.common.model.TileImprovement.getConnectionDirections(),9,10,15,5,2.13%
net.sf.freecol.common.model.TileImprovement.getConnections(),4,5,13,8,1.85%
net.sf.freecol.common.model.TileImprovement.getConnectionsFromStyle(),6,7,22,15,3.12%
net.sf.freecol.common.model.TileImprovement.getDisasterChoices(),4,5,10,5,1.42%
net.sf.freecol.common.model.TileImprovement.getLayer(),3,3,7,4,0.99%
net.sf.freecol.common.model.TileImprovement.getMagnitude(),4,5,8,3,1.14%
"net.sf.freecol.common.model.TileImprovement.getMoveCost(Direction, int)",5,8,13,5,1.85%
net.sf.freecol.common.model.TileImprovement.getNameKey(),3,3,7,4,0.99%
net.sf.freecol.common.model.TileImprovement.getProductionModifier(GoodsType),5,7,16,9,2.27%
"net.sf.freecol.common.model.TileImprovement.getProductionModifiers(GoodsType, UnitType)",3,3,35,32,4.97%
net.sf.freecol.common.model.TileImprovement.getRiverConnection(Direction),5,7,14,7,1.99%
net.sf.freecol.common.model.TileImprovement.getStyle(),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.getTurnsToComplete(),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.getType(),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.getVirtual(),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.getXMLTagName(),3,3,4,1,0.57%
net.sf.freecol.common.model.TileImprovement.getZIndex(),3,3,7,4,0.99%
net.sf.freecol.common.model.TileImprovement.isComplete(),3,3,7,4,0.99%
net.sf.freecol.common.model.TileImprovement.isConnectedTo(Direction),7,9,15,6,2.13%
net.sf.freecol.common.model.TileImprovement.isNatural(),3,3,7,4,0.99%
net.sf.freecol.common.model.TileImprovement.isRiver(),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.isRoad(),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.isTileTypeAllowed(TileType),3,3,7,4,0.99%
net.sf.freecol.common.model.TileImprovement.isWorkerAllowed(Unit),4,6,10,4,1.42%
net.sf.freecol.common.model.TileImprovement.readAttributes(FreeColXMLReader),8,3,34,26,4.83%
"net.sf.freecol.common.model.TileImprovement.setConnected(Direction, boolean)",5,7,11,4,1.56%
"net.sf.freecol.common.model.TileImprovement.setConnected(Direction, boolean, String)",0,0,16,16,2.27%
net.sf.freecol.common.model.TileImprovement.setMagnitude(int),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.setRiverStyle(String),6,7,41,34,5.82%
net.sf.freecol.common.model.TileImprovement.setStyle(TileImprovementStyle),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.setTurnsToComplete(int),4,5,8,3,1.14%
net.sf.freecol.common.model.TileImprovement.setVirtual(boolean),5,6,9,3,1.28%
net.sf.freecol.common.model.TileImprovement.toString(),3,3,15,12,2.13%
net.sf.freecol.common.model.TileImprovement.updateRiverConnections(String),10,10,38,26,5.40%
net.sf.freecol.common.model.TileImprovement.updateRoadConnections(boolean),4,7,22,15,3.12%
net.sf.freecol.common.model.TileImprovement.writeAttributes(FreeColXMLWriter),3,3,13,10,1.85%
net.sf.freecol.common.model.TileImprovementStyle.TileImprovementStyle(String),4,5,15,10,18.07%
net.sf.freecol.common.model.TileImprovementStyle.getInstance(String),4,6,19,13,22.89%
net.sf.freecol.common.model.TileImprovementStyle.getMask(),5,6,9,3,10.84%
net.sf.freecol.common.model.TileImprovementStyle.getString(),5,6,9,3,10.84%
net.sf.freecol.common.model.TileImprovementStyle.toString(),3,3,7,4,8.43%
net.sf.freecol.common.model.TileImprovementTest.testRiverNoExtras(),0,0,5,5,22.73%
net.sf.freecol.common.model.TileImprovementTest.testRiverWithExtras(),1,0,5,4,22.73%
net.sf.freecol.common.model.TileImprovementTest.testRoadNoExtras(),0,0,5,5,22.73%
net.sf.freecol.common.model.TileImprovementTest.testRoadWithExtras(),1,0,5,4,22.73%
"net.sf.freecol.common.model.TileImprovementType.TileImprovementType(String, Specification)",4,6,9,3,1.56%
net.sf.freecol.common.model.TileImprovementType.addAllowedWorker(String),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.addChange(TileTypeChange),4,5,9,4,1.56%
"net.sf.freecol.common.model.TileImprovementType.addDisaster(Disaster, int)",4,6,10,4,1.74%
net.sf.freecol.common.model.TileImprovementType.changeContainsTarget(TileType),5,7,12,5,2.08%
net.sf.freecol.common.model.TileImprovementType.copyIn(T),3,3,21,18,3.65%
net.sf.freecol.common.model.TileImprovementType.getAddWorkTurns(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.getAllowedWorkers(),4,5,9,4,1.56%
net.sf.freecol.common.model.TileImprovementType.getBonus(GoodsType),0,0,8,8,1.39%
net.sf.freecol.common.model.TileImprovementType.getChange(TileType),4,6,11,5,1.91%
net.sf.freecol.common.model.TileImprovementType.getDisasterChoices(),5,6,11,5,1.91%
net.sf.freecol.common.model.TileImprovementType.getDisasters(),4,5,9,4,1.56%
net.sf.freecol.common.model.TileImprovementType.getExpendedAmount(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.getExposeResourcePercent(),6,7,10,3,1.74%
"net.sf.freecol.common.model.TileImprovementType.getImprovementValue(Tile, GoodsType)",5,8,12,4,2.08%
"net.sf.freecol.common.model.TileImprovementType.getImprovementValue(Tile, GoodsType, UnitType)",7,9,29,20,5.03%
"net.sf.freecol.common.model.TileImprovementType.getImprovementValue(TileType, GoodsType, UnitType)",7,8,28,20,4.86%
net.sf.freecol.common.model.TileImprovementType.getMagnitude(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.getMoveCost(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.getMoveCost(int),9,11,16,5,2.78%
net.sf.freecol.common.model.TileImprovementType.getProduction(TileType),5,7,12,5,2.08%
net.sf.freecol.common.model.TileImprovementType.getProductionModifier(GoodsType),0,0,3,3,0.52%
net.sf.freecol.common.model.TileImprovementType.getRequiredImprovementType(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.getRequiredRole(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.getTileTypeChanges(),4,5,9,4,1.56%
net.sf.freecol.common.model.TileImprovementType.getXMLTagName(),3,3,4,1,0.69%
net.sf.freecol.common.model.TileImprovementType.getZIndex(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.isChangeType(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.isNatural(),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.isTileTypeAllowed(TileType),9,11,14,3,2.43%
net.sf.freecol.common.model.TileImprovementType.isWorkerAllowed(Unit),6,8,12,4,2.08%
net.sf.freecol.common.model.TileImprovementType.isWorkerTypeAllowed(UnitType),4,6,10,4,1.74%
net.sf.freecol.common.model.TileImprovementType.readAttributes(FreeColXMLReader),7,3,29,22,5.03%
net.sf.freecol.common.model.TileImprovementType.readChild(FreeColXMLReader),5,3,26,21,4.51%
net.sf.freecol.common.model.TileImprovementType.readChildren(FreeColXMLReader),4,3,13,9,2.26%
net.sf.freecol.common.model.TileImprovementType.setAllowedWorkers(Set<String>),4,5,13,8,2.26%
net.sf.freecol.common.model.TileImprovementType.setDisasters(List<RandomChoice<Disaster>>),4,5,13,8,2.26%
"net.sf.freecol.common.model.TileImprovementType.setTileTypeChanges(Map<TileType, TileTypeChange>)",4,5,13,8,2.26%
net.sf.freecol.common.model.TileImprovementType.setZIndex(int),4,5,8,3,1.39%
net.sf.freecol.common.model.TileImprovementType.writeAttributes(FreeColXMLWriter),3,3,23,20,3.99%
net.sf.freecol.common.model.TileImprovementType.writeChildren(FreeColXMLWriter),3,3,26,23,4.51%
"net.sf.freecol.common.model.TileItem.TileItem(Game, FreeColXMLReader)",4,6,9,3,5.14%
"net.sf.freecol.common.model.TileItem.TileItem(Game, String)",6,8,11,3,6.29%
"net.sf.freecol.common.model.TileItem.TileItem(Game, Tile)",4,6,13,7,7.43%
"net.sf.freecol.common.model.TileItem.applyBonus(GoodsType, UnitType, int)",5,n/a,n/a,2,6.29%
"net.sf.freecol.common.model.TileItem.canProduce(GoodsType, UnitType)",5,n/a,n/a,2,5.71%
"net.sf.freecol.common.model.TileItem.checkIntegrity(boolean, LogBuilder)",3,3,12,9,6.86%
net.sf.freecol.common.model.TileItem.copyIn(T),3,3,10,7,5.71%
net.sf.freecol.common.model.TileItem.getLayer(),4,n/a,n/a,1,3.43%
net.sf.freecol.common.model.TileItem.getLocation(),3,3,7,4,4.00%
net.sf.freecol.common.model.TileItem.getNameKey(),3,n/a,n/a,2,2.86%
"net.sf.freecol.common.model.TileItem.getProductionModifiers(GoodsType, UnitType)",4,n/a,n/a,2,5.14%
net.sf.freecol.common.model.TileItem.getSpaceTaken(),3,3,7,4,4.00%
net.sf.freecol.common.model.TileItem.getTile(),3,3,7,4,4.00%
net.sf.freecol.common.model.TileItem.getZIndex(),4,n/a,n/a,1,3.43%
net.sf.freecol.common.model.TileItem.isComplete(),4,n/a,n/a,1,3.43%
net.sf.freecol.common.model.TileItem.isInEurope(),3,3,7,4,4.00%
net.sf.freecol.common.model.TileItem.isNatural(),4,n/a,n/a,1,3.43%
net.sf.freecol.common.model.TileItem.isTileTypeAllowed(TileType),4,n/a,n/a,1,4.00%
net.sf.freecol.common.model.TileItem.setLocation(Location),3,3,12,9,6.86%
"net.sf.freecol.common.model.TileItemContainer.TileItemContainer(Game, String)",4,6,9,3,1.55%
"net.sf.freecol.common.model.TileItemContainer.TileItemContainer(Game, Tile)",4,7,14,7,2.41%
net.sf.freecol.common.model.TileItemContainer.addTileItem(TileItem),4,5,16,11,2.75%
"net.sf.freecol.common.model.TileItemContainer.canProduce(GoodsType, UnitType)",5,8,13,5,2.24%
"net.sf.freecol.common.model.TileItemContainer.checkIntegrity(boolean, LogBuilder)",13,3,43,30,7.40%
net.sf.freecol.common.model.TileItemContainer.clearTileItems(),3,3,8,5,1.38%
net.sf.freecol.common.model.TileItemContainer.contains(TileItem),4,6,11,5,1.89%
"net.sf.freecol.common.model.TileItemContainer.copyFrom(TileItemContainer, Layer)",8,10,43,33,7.40%
net.sf.freecol.common.model.TileItemContainer.copyIn(T),5,3,21,16,3.61%
net.sf.freecol.common.model.TileItemContainer.disposeResources(),3,3,8,5,1.38%
net.sf.freecol.common.model.TileItemContainer.findTileItem(Predicate<TileItem>),4,6,11,5,1.89%
net.sf.freecol.common.model.TileItemContainer.getCompleteImprovements(),5,6,9,3,1.55%
net.sf.freecol.common.model.TileItemContainer.getCompleteItems(),4,5,8,3,1.38%
net.sf.freecol.common.model.TileItemContainer.getImprovement(TileImprovementType),4,7,14,7,2.41%
net.sf.freecol.common.model.TileItemContainer.getImprovements(),5,6,9,3,1.55%
net.sf.freecol.common.model.TileItemContainer.getImprovements(boolean),5,7,15,8,2.58%
net.sf.freecol.common.model.TileItemContainer.getLostCityRumour(),4,6,9,3,1.55%
"net.sf.freecol.common.model.TileItemContainer.getMoveCost(Tile, Tile, int)",6,10,22,12,3.79%
"net.sf.freecol.common.model.TileItemContainer.getProductionModifiers(GoodsType, UnitType)",4,7,14,7,2.41%
net.sf.freecol.common.model.TileItemContainer.getResource(),4,5,8,3,1.38%
net.sf.freecol.common.model.TileItemContainer.getRiver(),4,6,10,4,1.72%
net.sf.freecol.common.model.TileItemContainer.getRoad(),4,6,10,4,1.72%
net.sf.freecol.common.model.TileItemContainer.getTile(),4,5,8,3,1.38%
